ID_CLIENTE,CHURN,GENERO,ADULTO_MAYOR,PAREJA,DEPENDIENTES,ANTIGUEDAD_MESES,SERVICIO_TELEFONICO,LINEAS_MULTIPLES,TIPO_INTERNET,SEGURIDAD_EN_LINEA,RESPALDO_EN_LINEA,PROTECCION_DISPOSITIVO,SOPORTE_TECNICO,STREAMING_TV,STREAMING_PELICULAS,TIPO_CONTRATO,FACTURACION_ELECTRONICA,METODO_PAGO,CARGO_MENSUAL,CARGO_TOTAL,CHURN_FLAG
0254-KCJGT,No,Hombre,0,Si,No,52,Si,Si,DSL,Si,Si,Si,Si,No,Si,Un año,Si,Tarjeta de crédito (automática),814,435445.0,0.0
0254-WWRKD,No,Mujer,0,Si,Si,67,Si,No,DSL,No,Si,No,No,No,No,Un año,No,Tarjeta de crédito (automática),5055,343175.0,0.0
0256-LTHVJ,Si,Mujer,0,Si,Si,28,Si,No,Fibra óptica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,8105,22271.0,1.0
0257-KXZGU,No,Mujer,0,Si,Si,32,Si,Si,DSL,No,Si,Si,No,No,No,Mes a mes,No,Transferencia bancaria (automática),6245,204555.0,0.0
0257-ZESQC,Si,Mujer,1,Si,No,27,Si,No,Fibra óptica,Si,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),752,192935.0,1.0
0258-NOKBL,No,Hombre,0,No,No,3,Si,No,Fibra óptica,No,Si,Si,No,No,Si,Mes a mes,No,Cheque electrónico,904,26845.0,0.0
0259-GBZSH,Si,Hombre,0,No,No,2,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,8565,1815.0,1.0
0260-ZDLGK,Si,Mujer,0,No,Si,9,Si,No,DSL,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque por correo,729,6514.0,1.0
0263-FJTQO,No,Hombre,0,Si,Si,50,Si,Si,DSL,Si,No,No,Si,Si,No,Dos años,Si,Tarjeta de crédito (automática),705,348665.0,0.0
0264-CNITK,No,Mujer,0,Si,Si,71,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),201,13896.0,0.0
0265-EDXBD,Si,Hombre,1,Si,No,32,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,749,230335.0,1.0
0265-PSUAE,No,Mujer,0,Si,Si,16,Si,No,Fibra óptica,Si,No,Si,No,Si,Si,Mes a mes,No,Transferencia bancaria (automática),1007,15227.0,0.0
0266-CLZKZ,No,Mujer,0,Si,Si,67,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),10565,67179.0,0.0
0266-GMEAO,No,Hombre,0,Si,Si,72,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito (automática),1143,805855.0,0.0
0268-QKIWO,Si,Mujer,0,No,No,3,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque electrónico,1975,5885.0,1.0
0269-XFESX,No,Hombre,0,Si,Si,23,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,2435,5385.0,0.0
0270-THENM,No,Hombre,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,No,Transferencia bancaria (automática),6985,510235.0,0.0
0274-JKUJR,No,Hombre,0,Si,Si,7,No,No phone service,DSL,Si,Si,Si,No,Si,Si,Mes a mes,No,Cheque por correo,5885,4657.0,0.0
0274-VVQOQ,,Hombre,1,Si,No,65,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Un año,Si,Transferencia bancaria (automática),10315,679245.0,
0277-BKSQP,No,Hombre,0,Si,Si,8,Si,No,DSL,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,544,4751.0,0.0
0277-ORXQS,No,Hombre,0,Si,Si,66,No,No phone service,DSL,No,No,No,Si,Si,Si,Dos años,No,Transferencia bancaria (automática),5055,336455.0,0.0
0278-YXOOG,Si,Hombre,0,No,No,5,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,2105,11385.0,1.0
0280-XJGEX,Si,Hombre,0,No,No,49,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Transferencia bancaria (automática),1037,50363.0,1.0
0281-CNTZX,No,Hombre,0,Si,No,63,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Transferencia bancaria (automática),1995,12348.0,0.0
0282-NVSJS,No,Mujer,1,Si,Si,12,No,No phone service,DSL,No,No,No,Si,No,No,Mes a mes,Si,Cheque por correo,293,3559.0,0.0
0285-INHLN,No,Hombre,0,Si,Si,27,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,Si,Tarjeta de crédito (automática),5475,15103.0,0.0
0289-IVARM,No,Mujer,0,No,No,35,Si,No,DSL,Si,Si,Si,No,No,No,Mes a mes,No,Cheque electrónico,6055,19826.0,0.0
0292-WEGCH,No,Mujer,0,Si,Si,54,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,862,452405.0,0.0
0295-PPHDO,Si,Hombre,0,No,No,1,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,9545,9545.0,1.0
0295-QVKPB,No,Hombre,0,No,No,5,Si,No,DSL,No,No,Si,Si,Si,No,Mes a mes,Si,Tarjeta de crédito (automática),6395,3181.0,0.0
0297-RBCSG,No,Hombre,0,No,No,19,Si,No,DSL,No,Si,No,Si,No,Si,Un año,Si,Transferencia bancaria (automática),6535,123185.0,0.0
0298-XACET,No,Hombre,0,Si,Si,52,No,No phone service,DSL,No,Si,Si,Si,Si,No,Dos años,No,Cheque por correo,502,2554.0,0.0
0301-FIDRB,No,Mujer,0,Si,Si,72,No,No phone service,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),638,46843.0,0.0
0301-KOBTQ,No,Hombre,0,No,No,32,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Transferencia bancaria (automática),2005,61445.0,0.0
0302-JOIVN,Si,Mujer,0,Si,No,8,Si,No,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,No,Cheque electrónico,10115,8429.0,1.0
0303-UNCIP,No,Hombre,0,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,Un año,No,Cheque por correo,650,25318.0,0.0
0303-WMMRN,No,Hombre,0,No,No,5,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Cheque por correo,1925,8605.0,0.0
0305-SQECB,No,Mujer,0,No,Si,11,No,No phone service,DSL,Si,No,No,Si,No,No,Un año,Si,Cheque por correo,3605,4026.0,0.0
0306-JAELE,Si,Hombre,0,No,No,5,Si,No,Fibra óptica,No,No,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,961,4534.0,1.0
0307-BCOPK,No,Mujer,0,No,No,16,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,1905,32665.0,0.0
0308-GIQJT,No,Hombre,1,No,No,71,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Un año,No,Transferencia bancaria (automática),10575,738285.0,0.0
0308-IVGOK,No,Mujer,0,No,No,11,No,No phone service,DSL,No,Si,Si,Si,No,No,Un año,Si,Tarjeta de crédito (automática),404,4226.0,0.0
0310-MVLET,Si,Mujer,0,Si,Si,61,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,9915,601005.0,1.0
0310-SUCIN,No,Mujer,0,Si,No,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria (automática),848,60461.0,0.0
0310-VQXAM,No,Hombre,0,No,No,9,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,1985,1788.0,0.0
0311-QYWSS,No,Mujer,0,No,No,6,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,4945,3146.0,0.0
0311-UNPFF,Si,Mujer,0,No,No,26,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria (automática),888,227435.0,1.0
0314-TKOSI,No,Mujer,0,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,No,Cheque por correo,5515,3229.0,0.0
0315-LVCRK,No,Hombre,0,No,No,11,Si,No,Fibra óptica,No,No,Si,No,No,Si,Mes a mes,No,Cheque electrónico,848,88875.0,0.0
0318-QUUOB,Si,Hombre,0,Si,No,1,Si,No,Fibra óptica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,8055,8055.0,1.0
0318-ZOPWS,No,Mujer,0,Si,No,49,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Transferencia bancaria (automática),2015,97335.0,0.0
0319-QZTCO,No,Mujer,0,Si,Si,3,Si,No,DSL,No,Si,No,No,Si,No,Mes a mes,Si,Tarjeta de crédito (automática),587,1686.0,0.0
0320-DWVTU,No,Mujer,0,No,No,53,Si,No,Fibra óptica,Si,Si,Si,Si,No,Si,Dos años,No,Cheque por correo,995,542425.0,0.0
0320-JDNQG,Si,Hombre,0,Si,Si,23,Si,No,Fibra óptica,Si,No,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,9985,23313.0,1.0
0322-CHQRU,Si,Hombre,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,4535,895.0,1.0
0322-YINQP,Si,Hombre,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Cheque por correo,4855,4855.0,1.0
0323-XWWTN,No,Hombre,0,No,Si,3,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Cheque por correo,264,12125.0,0.0
0324-BRPCJ,Si,Mujer,1,Si,No,68,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,1002,685165.0,1.0
0325-XBFAC,Si,Hombre,0,No,No,8,Si,No,Fibra óptica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,947,7403.0,1.0
0326-VDYXE,No,Mujer,0,Si,No,70,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Un año,Si,Cheque electrónico,9765,69825.0,0.0
0327-WFZSY,No,Hombre,0,Si,Si,39,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Un año,No,Cheque electrónico,1000,383555.0,0.0
0328-GRPMV,Si,Mujer,0,No,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,701,701.0,1.0
0328-IBUPK,,Mujer,0,Si,Si,51,No,No phone service,DSL,Si,No,No,Si,No,No,Dos años,No,Transferencia bancaria (automática),342,1782.0,
0329-GTIAJ,Si,Mujer,0,No,No,3,Si,No,Fibra óptica,No,Si,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,979,3153.0,1.0
0330-BGYZE,No,Hombre,0,Si,No,60,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Un año,No,Transferencia bancaria (automática),1025,61576.0,0.0
0330-IVZHA,Si,Mujer,0,Si,No,5,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,6995,33015.0,1.0
0334-GDDSO,Si,Hombre,1,No,No,3,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,8135,2337.0,1.0
0334-ZFJSR,No,Mujer,0,Si,No,55,Si,Si,DSL,Si,Si,No,Si,No,No,Un año,Si,Tarjeta de crédito (automática),6605,34621.0,0.0
0336-KXKFK,No,Hombre,0,No,No,72,No,No phone service,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito (automática),612,439025.0,0.0
0336-PIKEI,No,Hombre,1,Si,No,72,Si,No,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Transferencia bancaria (automática),744,536075.0,0.0
0337-CNPZE,Si,Mujer,0,No,No,41,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,1063,444345.0,1.0
0343-QLUZP,No,Hombre,0,No,No,60,No,No phone service,DSL,Si,Si,Si,No,No,No,Dos años,No,Transferencia bancaria (automática),396,24245.0,0.0
0345-HKJVM,Si,Mujer,0,No,No,6,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,No,Cheque electrónico,893,5776.0,1.0
0345-XMMUG,No,Mujer,0,Si,No,46,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito (automática),1089,48543.0,0.0
0347-UBKUZ,No,Mujer,0,No,No,15,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,199,32045.0,0.0
0348-SDKOL,Si,Mujer,0,Si,No,58,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Mes a mes,Si,Tarjeta de crédito (automática),1021,58854.0,1.0
0354-VXMJC,No,Hombre,0,Si,Si,23,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),196,42665.0,0.0
0354-WYROK,Si,Mujer,1,Si,Si,31,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,989,29113.0,1.0
0356-ERHVT,No,Hombre,0,Si,No,11,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),459,5219.0,0.0
0356-OBMAC,No,Mujer,1,No,No,56,Si,Si,Fibra óptica,No,Si,Si,Si,Si,No,Dos años,Si,Transferencia bancaria (automática),999,57063.0,0.0
0357-NVCRI,No,Mujer,0,No,Si,25,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Tarjeta de crédito (automática),2005,4717.0,0.0
0361-HJRDX,No,Mujer,0,No,No,68,No,No phone service,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito (automática),6435,45396.0,0.0
0362-RAOQO,No,Mujer,0,No,No,40,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),1965,83025.0,0.0
0362-ZBZWJ,Si,Hombre,0,No,No,36,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,849,30672.0,1.0
0363-QJVFX,Si,Hombre,0,No,No,32,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,Mes a mes,Si,Tarjeta de crédito (automática),10815,34329.0,1.0
0363-SVHYR,No,Hombre,0,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automática),8685,62638.0,0.0
0365-BZUWY,No,Hombre,0,Si,No,17,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,10255,17425.0,0.0
0365-GXEZS,No,Hombre,0,Si,No,18,Si,No,Fibra óptica,No,No,Si,Si,No,No,Mes a mes,No,Cheque electrónico,782,146875.0,0.0
0365-TRTPY,No,Mujer,0,No,No,37,Si,Si,Fibra óptica,Si,Si,Si,No,No,No,Mes a mes,No,Transferencia bancaria (automática),912,33823.0,0.0
0366-NQSHS,No,Hombre,0,No,No,2,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,1935,4635.0,0.0
0369-ZGOVK,No,Mujer,0,Si,Si,28,Si,No,Fibra óptica,No,No,No,No,No,No,Un año,Si,Transferencia bancaria (automática),704,19922.0,0.0
0373-AIVNJ,No,Hombre,0,No,No,9,No,No phone service,DSL,Si,Si,Si,No,No,No,Un año,No,Cheque por correo,3955,373.0,0.0
0374-AACSZ,No,Mujer,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Cheque electrónico,5015,5015.0,0.0
0374-FIUCA,No,Hombre,0,Si,No,65,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Tarjeta de crédito (automática),204,141445.0,0.0
0374-IOEGQ,No,Mujer,0,No,No,3,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,446,1227.0,0.0
0375-HVGXO,Si,Mujer,0,No,No,1,No,No phone service,DSL,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,347,347.0,1.0
0376-OIWME,No,Hombre,0,Si,No,36,Si,No,Fibra óptica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,936,336605.0,0.0
0376-YMCJC,Si,Hombre,0,No,No,23,Si,Si,Fibra óptica,No,No,No,Si,Si,No,Mes a mes,Si,Cheque electrónico,906,19432.0,1.0
0377-JBKKT,No,Hombre,0,Si,Si,22,Si,No,DSL,Si,Si,No,Si,No,No,Mes a mes,Si,Cheque por correo,5795,12718.0,0.0
0378-CJKPV,No,Mujer,0,Si,No,72,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito (automática),1121,796595.0,0.0
0378-NHQXU,Si,Mujer,0,Si,Si,17,Si,Si,Fibra óptica,No,No,Si,No,Si,No,Mes a mes,No,Cheque electrónico,8825,146065.0,1.0
0378-TOVMS,Si,Mujer,0,No,No,3,Si,No,Fibra óptica,No,No,No,Si,No,Si,Mes a mes,No,Cheque electrónico,858,2722.0,1.0
0378-XSZPU,Si,Hombre,0,Si,No,58,Si,No,DSL,Si,Si,Si,No,No,No,Un año,No,Tarjeta de crédito (automática),603,35638.0,1.0
0379-DJQHR,No,Hombre,0,Si,Si,67,Si,No,DSL,Si,Si,Si,No,Si,Si,Dos años,No,Tarjeta de crédito (automática),8135,53986.0,0.0
0380-NEAVX,No,Hombre,1,No,No,34,Si,No,Fibra óptica,No,Si,Si,No,Si,Si,Un año,Si,Cheque electrónico,9985,334315.0,0.0
0380-ZCSBI,No,Hombre,0,No,No,10,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Tarjeta de crédito (automática),200,1987.0,0.0
0383-CLDDA,No,Mujer,0,No,No,69,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito (automática),8535,58974.0,0.0
0384-LPITE,No,Hombre,0,No,No,40,No,No phone service,DSL,Si,Si,Si,No,Si,Si,Un año,No,Tarjeta de crédito (automática),6205,251155.0,0.0
0384-RVBPI,No,Hombre,0,No,No,20,Si,No,DSL,Si,No,Si,No,No,Si,Mes a mes,No,Tarjeta de crédito (automática),644,13986.0,0.0
0386-CWRGM,No,Mujer,0,Si,Si,46,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,194,96785.0,0.0
0388-EOPEX,Si,Mujer,0,Si,No,2,Si,No,Fibra óptica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,744,1394.0,1.0
0390-DCFDQ,Si,Mujer,1,Si,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,7045,7045.0,1.0
0392-BZIUW,No,Mujer,0,Si,No,72,Si,Si,Fibra óptica,Si,No,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito (automática),1050,75898.0,0.0
0394-YONDK,No,Hombre,0,Si,Si,70,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),2515,179015.0,0.0
0396-HUJBP,No,Mujer,0,No,No,2,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,193,444.0,0.0
0396-UKGAI,No,Hombre,0,No,Si,23,Si,No,DSL,No,Si,No,Si,No,No,Mes a mes,Si,Transferencia bancaria (automática),553,12842.0,0.0
0396-YCHWO,No,Hombre,0,Si,No,36,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,954,34742.0,0.0
0397-GZBBC,Si,Hombre,1,Si,No,59,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria (automática),9385,557475.0,1.0
0397-ZXWQF,No,Hombre,0,No,No,67,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),205,143095.0,0.0
0401-WDBXM,No,Hombre,0,Si,Si,72,Si,Si,Fibra óptica,Si,No,Si,No,Si,Si,Dos años,Si,Transferencia bancaria (automática),10555,754225.0,0.0
0402-CQAJN,Si,Mujer,0,No,No,37,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Transferencia bancaria (automática),1019,354535.0,1.0
0402-OAMEN,No,Mujer,0,Si,Si,72,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),2445,17091.0,0.0
0404-AHASP,No,Hombre,0,Si,No,72,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),197,14219.0,0.0
0404-SWRVG,Si,Hombre,0,No,No,3,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,744,22955.0,1.0
0406-BPDVR,Si,Mujer,1,Si,No,54,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Un año,Si,Tarjeta de crédito (automática),1015,53731.0,1.0
0407-BDJKB,Si,Hombre,0,Si,No,60,Si,Si,Fibra óptica,No,Si,Si,No,Si,No,Mes a mes,Si,Cheque electrónico,9575,57429.0,1.0
0409-WTMPL,No,Mujer,0,Si,No,58,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Un año,Si,Tarjeta de crédito (automática),11065,652665.0,0.0
0410-IPFTY,No,Mujer,0,Si,No,31,Si,No,Fibra óptica,No,Si,No,No,No,Si,Mes a mes,Si,Transferencia bancaria (automática),8385,267415.0,0.0
0411-EZJZE,No,Mujer,0,No,No,3,Si,Si,DSL,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,6025,1705.0,0.0
0412-UCCNP,No,Hombre,0,No,No,55,Si,No,DSL,Si,No,Si,Si,No,No,Dos años,Si,Cheque electrónico,592,317585.0,0.0
0415-MOSGF,Si,Mujer,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,444,444.0,1.0
0419-YAAPX,No,Hombre,0,Si,No,49,Si,No,Fibra óptica,No,Si,No,No,Si,No,Mes a mes,Si,Tarjeta de crédito (automática),853,429795.0,0.0
0420-BWTPW,Si,Hombre,0,No,Si,8,No,No phone service,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,255,2152.0,1.0
0420-HLGXF,No,Mujer,1,No,No,39,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,9975,4036.0,0.0
0420-TXVSG,No,Hombre,0,Si,No,66,Si,Si,DSL,Si,Si,Si,No,No,No,Dos años,Si,Tarjeta de crédito (automática),661,442845.0,0.0
0422-OHQHQ,No,Mujer,0,Si,Si,15,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,2055,29595.0,0.0
0422-UXFAP,No,Mujer,0,Si,No,51,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Un año,Si,Cheque electrónico,9885,494755.0,0.0
0423-UDIJQ,No,Hombre,1,No,No,9,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,No,Cheque por correo,492,4479.0,0.0
0426-TIRNE,Si,Mujer,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,209,209.0,1.0
0428-AXXLJ,No,Hombre,0,No,No,25,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,Si,Transferencia bancaria (automática),195,5163.0,0.0
0428-IKYCP,No,Hombre,0,Si,No,22,Si,No,Fibra óptica,No,No,Si,No,Si,No,Mes a mes,Si,Transferencia bancaria (automática),870,185065.0,0.0
0430-IHCDJ,No,Hombre,0,No,No,15,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,490,74925.0,0.0
0431-APWVY,Si,Mujer,0,Si,Si,28,Si,No,Fibra óptica,No,No,No,No,Si,Si,Un año,Si,Transferencia bancaria (automática),901,259895.0,1.0
0432-CAJZV,No,Hombre,0,No,No,3,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,No,Cheque por correo,907,23765.0,0.0
0434-CSFON,No,Mujer,0,Si,No,47,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,1005,47071.0,0.0
0436-TWFFZ,No,Mujer,0,No,No,67,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Cheque por correo,8525,57142.0,0.0
0439-IFYUN,No,Mujer,1,No,No,18,Si,No,Fibra óptica,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,747,12946.0,0.0
0440-EKDCF,No,Hombre,0,Si,No,62,Si,No,DSL,No,Si,Si,Si,No,No,Dos años,Si,Tarjeta de crédito (automática),6015,37532.0,0.0
0440-MOGPM,No,Mujer,0,No,No,41,Si,Si,DSL,No,Si,Si,No,Si,Si,Un año,Si,Cheque electrónico,8055,32639.0,0.0
0440-QEXBZ,No,Mujer,0,No,No,44,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,5015,21391.0,0.0
0440-UEDAI,No,Mujer,0,No,No,53,Si,No,Fibra óptica,No,Si,Si,Si,No,Si,Un año,Si,Tarjeta de crédito (automática),9445,504275.0,0.0
0442-TDYUO,No,Hombre,0,Si,No,48,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Cheque por correo,2005,1036.0,0.0
0442-ZXKVS,No,Mujer,1,Si,No,54,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria (automática),1156,643105.0,0.0
0447-BEMNG,Si,Mujer,0,Si,No,48,No,No phone service,DSL,Si,No,Si,No,No,Si,Mes a mes,Si,Transferencia bancaria (automática),453,2145.0,1.0
0447-RXSGD,No,Hombre,0,No,No,24,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria (automática),9965,240485.0,0.0
0448-YZNZE,,Hombre,1,Si,No,27,Si,Si,Fibra óptica,No,Si,Si,No,No,Si,Mes a mes,Si,Cheque electrónico,9555,25102.0,
0454-OKRCT,No,Hombre,0,No,No,33,Si,No,Fibra óptica,No,Si,No,Si,No,No,Dos años,No,Transferencia bancaria (automática),806,26511.0,0.0
0455-ENTCR,No,Hombre,0,Si,No,66,Si,Si,DSL,Si,Si,No,Si,Si,Si,Dos años,No,Cheque electrónico,8525,553835.0,0.0
0455-XFASS,No,Mujer,0,Si,Si,3,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,6955,2002.0,0.0
0458-HEUZG,No,Mujer,0,No,No,13,No,No phone service,DSL,No,No,Si,Si,No,No,Dos años,No,Cheque por correo,354,4504.0,0.0
